1  433730141 2807 27  16 434448855 2910 25  9
0  433730132 2779 27  0 434448581 2894 25  0
1  433730059 2803 27  7 434448449 2939 25  13
0  433730204 2781 27  0 434448822 2882 25  0
1  433730563 2841 27  9 434448818 2910 25  19
0  433730444 2775 27  0 434448856 2881 25  0
1  433730482 2797 27  7 434448785 2915 25  7
0  433730712 2781 27  0 434448832 2889 25  0
1  433730688 2796 27  4 434448633 2927 25  6
0  433730623 2781 27  0 434448763 2889 25  0
1  433730809 2799 27  4 434449123 2924 25  12
0  433730968 2783 27  0 434448870 2885 25  0
1  433730718 2802 27  4 434448654 2918 25  11
0  433730882 2777 27  0 434448675 2892 25  0
1  433730718 2815 27  24 434448774 2954 25  33
0  433731212 2772 27  0 434449254 2880 25  0
1  433731173 2798 27  8 434449001 2904 25  10
0  433731190 2776 27  0 434448738 2890 25  0
1  433731675 2805 27  12 434448880 2967 25  40
0  433731598 2779 27  0 434448960 2883 25  0
1  433731586 2793 27  5 434448746 2905 25  12
0  433731876 2778 27  0 434449137 2885 25  0
1  433731734 2794 27  3 434448898 2912 25  7
0  433731777 2773 27  0 434448550 2894 25  0
1  433731762 2799 27  3 434448839 2909 25  6
0  433731968 2781 27  0 434449102 2883 25  0
1  433732193 2827 27  18 434449092 2922 25  7
0  433732169 2774 27  0 434448261 2901 25  0
1  433732107 2802 27  20 434449000 2905 25  48
0  433732255 2779 27  0 434448675 2893 25  0
1  433732365 2794 27  4 434449082 2902 25  16
0  433732508 2774 27  0 434448886 2884 25  0
1  433732409 2817 27  6 434448942 2910 25  11
0  433732381 2774 27  0 434449028 2881 25  0
1  433732408 2787 27  4 434448863 2907 25  7
0  433732657 2772 27  0 434448763 2884 25  0
1  433732818 2833 27  7 434448983 2928 25  19
0  433732774 2780 27  0 434448719 2884 25  0
1  433732813 2802 27  2 434449427 2895 25  17
0  433732639 2758 27  0 434448960 2883 25  0
1  433732854 2800 27  7 434448875 2968 25  37
0  433732757 2771 27  0 434448776 2889 25  0
1  433733049 2791 27  4 434448973 2915 25  12
0  433733045 2772 27  0 434448821 2887 25  0
1  433733102 2793 27  7 434448937 2925 25  7
0  433733143 2770 27  0 434449040 2879 25  0
1  433733400 2789 27  7 434448657 2918 25  4
0  433733443 2773 27  0 434448898 2885 25  0
1  433732841 2845 27  25 434449075 2933 25  21
0  433733619 2773 27  0 434449105 2882 25  0
1  433733584 2815 27  19 434448955 2903 25  26
0  433733454 2769 27  0 434448759 2882 25  0
1  433733872 2789 27  7 434448809 2906 25  7
0  433733967 2765 27  0 434448903 2883 25  0
1  433733948 2795 27  3 434448833 2921 25  12
0  433734241 2761 27  0 434448938 2884 25  0
1  433734371 2790 27  4 434448785 2903 25  5
0  433734351 2766 27  0 434449036 2876 25  0
1  433734263 2808 27  21 434448784 2909 25  5
0  433734580 2759 27  0 434449038 2881 25  0
1  433734726 2784 27  21 434449487 2892 25  13
0  433734794 2759 27  0 434448884 2876 25  0
1  433734919 2782 27  5 434449520 2909 25  20
0  433734983 2753 27  0 434448832 2882 25  0
